"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,12.795,,
"NZL","New Zealand","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,13.701,,
"NZL","New Zealand","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,12.612,,
"NZL","New Zealand","MW","All persons","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,13.698,,
"NZL","New Zealand","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.564,,
"NZL","New Zealand","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.571,,
"NZL","New Zealand","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.546,,
"NZL","New Zealand","MW","All persons","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.561,,
"NZL","New Zealand","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.8299999,,
"NZL","New Zealand","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.911,,
"NZL","New Zealand","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.8859999,,
"NZL","New Zealand","MW","All persons","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,2.925,,
"NZL","New Zealand","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.8099999,,
"NZL","New Zealand","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.853,,
"NZL","New Zealand","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.867,,
"NZL","New Zealand","MW","All persons","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.874,,
"NOR","Norway","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.563,,
"NOR","Norway","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.5779999,,
"NOR","Norway","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.599,,
"NOR","Norway","MW","All persons","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.605,,
"NOR","Norway","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.296,,
"NOR","Norway","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.336,,
"NOR","Norway","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.3640001,,
"NOR","Norway","MW","All persons","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,2.3989999,,
"NOR","Norway","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.469,,
"NOR","Norway","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.48,,
"NOR","Norway","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.478,,
"NOR","Norway","MW","All persons","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.494,,
"POL","Poland","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,22.691,,
"POL","Poland","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.966,,
"POL","Poland","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.947,,
"POL","Poland","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.957,,
"POL","Poland","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,4.1009998,,
"POL","Poland","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.013,,
"POL","Poland","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.1059999,,
"PRT","Portugal","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,8.8889999,,
"PRT","Portugal","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,6.5180001,,
"PRT","Portugal","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,8.8079996,,
"PRT","Portugal","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.444,,
"PRT","Portugal","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.416,,
"PRT","Portugal","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.485,,
"PRT","Portugal","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.6889999,,
"PRT","Portugal","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.704,,
"PRT","Portugal","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.8099999,,
"PRT","Portugal","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.5539999,,
"PRT","Portugal","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.6159999,,
"PRT","Portugal","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.5650001,,
"ESP","Spain","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,15.604,,
"ESP","Spain","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,15.292,,
"ESP","Spain","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,14.574,,
"ESP","Spain","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.652,,
"ESP","Spain","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.65,,
"ESP","Spain","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.638,,
"ESP","Spain","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.2950001,,
"ESP","Spain","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.2390001,,
"ESP","Spain","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.0780001,,
"ESP","Spain","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.995,,
"ESP","Spain","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.9630001,,
"ESP","Spain","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.8789999,,
"SWE","Sweden","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.38,,
"SWE","Sweden","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.387,,
"SWE","Sweden","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.38,,
"SWE","Sweden","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.234,,
"SWE","Sweden","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.3050001,,
"SWE","Sweden","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.2709999,,
"SWE","Sweden","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.619,,
"SWE","Sweden","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.6619999,,
"SWE","Sweden","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.646,,
"CHE","Switzerland","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.469,,
"CHE","Switzerland","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.701,,
"CHE","Switzerland","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.839,,
"GBR","United Kingdom","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,20.67,,
"GBR","United Kingdom","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,20.559999,,
"GBR","United Kingdom","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,20.450001,,
"GBR","United Kingdom","MW","All persons","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,20.516001,,
"GBR","United Kingdom","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.809,,
"GBR","United Kingdom","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.804,,
"GBR","United Kingdom","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.794,,
"GBR","United Kingdom","MW","All persons","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.8,,
"GBR","United Kingdom","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.582,,
"GBR","United Kingdom","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.615,,
"GBR","United Kingdom","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.552,,
"GBR","United Kingdom","MW","All persons","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.5469999,,
"GBR","United Kingdom","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.9809999,,
"GBR","United Kingdom","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.0039999,,
"GBR","United Kingdom","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.98,,
"GBR","United Kingdom","MW","All persons","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.971,,
"USA","United States","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,25.291,,
"USA","United States","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,25.148001,,
"USA","United States","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,25.291,,
"USA","United States","MW","All persons","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,25.046,,
"USA","United States","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,2.1159999,,
"USA","United States","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,2.112,,
"USA","United States","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,2.1389999,,
"USA","United States","MW","All persons","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,2.086,,
"USA","United States","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,5.0110002,,
"USA","United States","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,5.0339999,,
"USA","United States","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,5.223,,
"USA","United States","MW","All persons","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,5.0830002,,
"USA","United States","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.368,,
"USA","United States","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.3840001,,
"USA","United States","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.441,,
"USA","United States","MW","All persons","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.437,,
"ISR","Israel","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,22.312,,
"ISR","Israel","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,22.149,,
"ISR","Israel","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.872,,
"ISR","Israel","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.853,,
"ISR","Israel","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,4.9749999,,
"ISR","Israel","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,4.9070001,,
"ISR","Israel","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.658,,
"ISR","Israel","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.648,,
"CHL","Chile","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,9.3780003,,
"CHL","Chile","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.5,,
"CHL","Chile","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,4.375,,
"CHL","Chile","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.9170001,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,14.007,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,14.735,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,16.983999,,
"AUS","Australia","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,13.084,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.761,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.822,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.739,,
"AUS","Australia","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.761,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.622,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.6289999,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.6229999,,
"AUS","Australia","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.642,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.0569999,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.992,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.0829999,,
"AUS","Australia","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.069,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,10.086,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,10.107,,
"AUT","Austria","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,10.35,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.613,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.608,,
"AUT","Austria","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.615,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.1960001,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.1849999,,
"AUT","Austria","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.2030001,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.982,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.9809999,,
"AUT","Austria","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.984,,
"BEL","Belgium","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,3.1989999,,
"BEL","Belgium","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,4,,
"BEL","Belgium","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,4.6999998,,
"BEL","Belgium","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.354,,
"BEL","Belgium","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.363,,
"BEL","Belgium","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.385,,
"BEL","Belgium","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.388,,
"BEL","Belgium","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.438,,
"BEL","Belgium","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.457,,
"BEL","Belgium","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.763,,
"BEL","Belgium","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.789,,
"BEL","Belgium","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.774,,
"CAN","Canada","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,21.915001,,
"CAN","Canada","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,21.094,,
"CAN","Canada","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,22.316999,,
"CAN","Canada","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,22.004,,
"CAN","Canada","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.923,,
"CAN","Canada","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.9630001,,
"CAN","Canada","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.962,,
"CAN","Canada","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.974,,
"CAN","Canada","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.5829999,,
"CAN","Canada","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.6059999,,
"CAN","Canada","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.6730001,,
"CAN","Canada","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.654,,
"CAN","Canada","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.863,,
"CAN","Canada","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.837,,
"CAN","Canada","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.872,,
"CAN","Canada","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.851,,
"CZE","Czech Republic","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,15.396,,
"CZE","Czech Republic","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,15.677,,
"CZE","Czech Republic","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,14.92,,
"CZE","Czech Republic","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,15.27,,
"CZE","Czech Republic","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.911,,
"CZE","Czech Republic","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.878,,
"CZE","Czech Republic","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.881,,
"CZE","Czech Republic","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.909,,
"CZE","Czech Republic","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.947,,
"CZE","Czech Republic","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.813,,
"CZE","Czech Republic","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.806,,
"CZE","Czech Republic","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.654,,
"CZE","Czech Republic","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.0650001,,
"CZE","Czech Republic","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.03,,
"CZE","Czech Republic","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.023,,
"CZE","Czech Republic","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.914,,
"DNK","Denmark","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,12.269,,
"DNK","Denmark","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,12.3,,
"DNK","Denmark","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,14.348,,
"DNK","Denmark","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.622,,
"DNK","Denmark","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.619,,
"DNK","Denmark","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.669,,
"DNK","Denmark","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.8239999,,
"DNK","Denmark","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.8169999,,
"DNK","Denmark","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.9059999,,
"DNK","Denmark","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.7410001,,
"DNK","Denmark","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.74,,
"DNK","Denmark","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.7410001,,
"FIN","Finland","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,5.5100002,,
"FIN","Finland","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,5.592,,
"FIN","Finland","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,5.6630001,,
"FIN","Finland","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.533,,
"FIN","Finland","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.4910001,,
"FIN","Finland","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.508,,
"FIN","Finland","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.6359999,,
"FIN","Finland","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.6470001,,
